Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.53,1173.27,0,682380.25,0,37,22
2116.23,132.94,0,7049.4,0,17,2
2134.13,115.66,0,2973.48,0,312,1
2158.12,115.59,0,3172.9,0,293,1
2430.44,170.17,0,8105.9,0,328,2
2455.2,138.9,0,5820.81,0,291,2
3457.01,111,0,4380.76,0,152,1
3772.53,103.33,0,3068.09,0,119,1
3818.45,108.21,0,2723.77,0,339,1
4069.46,188.67,0,31088.9,0,135,3
4304.67,111.8,0,3873.46,0,294,1
4819.89,192.63,0,14708.01,0,307,3
5664.28,296.31,0,66691.91,0,133,5
6091.35,422.48,0,75679.43,0,190,7
6892.04,150.24,0,18106.57,0,188,2
