Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2035.18,1062.6,0,653019.13,0,34,19
2132.44,215.59,0,13446.4,0,260,3
2149.48,125.85,0,4761.97,0,167,1
2155.7,112.8,0,2392.69,0,159,1
2191.76,142.03,0,4803.37,0,363,2
2313.09,139.93,0,8665.53,0,219,2
2328.71,139.34,0,5792.52,0,158,2
2367.78,111.73,0,2160.87,0,444,1
2427.81,178.85,0,8141.64,0,346,2
2452.18,170.72,0,9424.13,0,284,2
2616.42,118.63,0,4154,0,155,1
2637,130.95,0,4885.2,0,318,1
2794.54,139.21,0,5111.68,0,373,2
2821.88,200.37,0,10510.47,0,355,3
2842.3,105.13,0,2262.89,0,95,1
2855.76,107.13,0,2827.38,0,96,1
3134.76,122.64,0,4002.97,0,334,1
3164.49,158.61,0,8921.59,0,304,2
3454.71,152.55,0,8299.96,0,307,2
4073.38,119.68,0,4951.83,0,301,1
4103.23,229.09,0,15904.34,0,343,3
4119.99,126.86,0,6904.62,0,117,1
4931.74,118.56,0,5837.72,0,222,1
