Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2034.07,785.05,0,465344.74,0,34,14
2113.53,200.74,0,12342.26,0,249,3
2132.8,108.48,0,2313.89,0,190,1
2192.62,161.2,0,5786.08,0,398,2
2428.58,194.06,0,9581.48,0,338,3
2453.23,129.43,0,5325.92,0,249,1
3455.17,110.74,0,3196.17,0,266,1
4074.28,116.56,0,4432.48,0,148,1
5653.69,120.8,0,10301.65,0,140,1
6085.98,220.48,0,30139.32,0,204,3
