Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.78,516.94,0,276055.7,0,36,11
2104.42,124.49,0,4259.23,0,267,2
2131.93,123.28,0,3687.27,0,341,2
2156.96,170.9,0,7253.3,0,345,3
2192.46,171.19,0,6502.39,0,393,3
2428.02,369.34,0,21708.29,0,347,8
2451.22,155.85,0,10431.91,0,212,3
2483.34,117.15,0,3658.89,0,253,2
2597.14,123.33,0,3442.23,0,396,2
2913.25,109.56,0,2862.68,0,261,2
3117.69,127.23,0,6087.99,0,252,2
3814.43,162.48,0,8402.06,0,378,3
4063.57,207.75,0,31355.11,0,142,4
4932.63,145.4,0,8151.53,0,351,2
5655.47,363.09,0,65997.17,0,165,8
6082.96,633.7,0,103182.94,0,224,14
6882.96,213.99,0,28024.41,0,225,4
