Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.11,1428.7,0,671245.96,0,46,27
2107.63,162.8,0,8271.46,0,265,2
2160.71,177.18,0,8248.94,0,316,3
2196.71,220.42,0,10011.66,0,369,3
2342.77,111.93,0,2993.44,0,293,1
2433.13,402.75,0,29319.14,0,290,7
2456.33,131.3,0,6136.45,0,217,2
2488.46,130.9,0,6375.08,0,251,2
2602.46,143.04,0,5617.4,0,341,2
2918.84,140.92,0,6575.97,0,295,2
3124.77,152.79,0,9726.86,0,236,2
3822.71,174.25,0,10753.93,0,319,2
4082.48,160.58,0,11189.75,0,250,2
4943.84,143.12,0,9499.28,0,276,2
6098.31,112.28,0,7449.68,0,193,1
