Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.05,933.09,0,538591.29,0,35,22
2157.59,168.75,0,7382.85,0,332,3
2169.26,138.35,0,4834.15,0,340,2
2192.68,200.04,0,8702.93,0,377,4
2428.82,320.86,0,20770.35,0,306,7
2451.92,131.03,0,7159.34,0,224,2
2483.97,112.58,0,3234.61,0,255,2
2597.9,134.64,0,4528.32,0,388,2
2913.56,111.77,0,3449.12,0,273,2
3119.05,134.12,0,7265.31,0,256,2
3815.78,160.36,0,7867.98,0,372,3
4075.26,117.88,0,4574.24,0,150,2
4934.82,120.98,0,5464.44,0,324,2
