Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.91,559.09,0,291889.29,0,40,13
2105.18,122.37,0,4658.46,0,19,2
2157.83,174.76,0,7368.26,0,358,3
2193.49,173.56,0,7094.54,0,374,3
2429.49,368.54,0,21819.69,0,340,8
2452.73,159.46,0,9280.27,0,243,3
2485.42,111.9,0,3579.99,0,210,2
2598.5,115.86,0,2967.69,0,368,2
3119.75,132.21,0,5754.01,0,289,2
3816.65,169.88,0,8573.9,0,392,3
4066.37,148.73,0,22237.99,0,135,3
4935.48,116.14,0,4422.36,0,347,2
5654.44,151.65,0,14000.1,0,172,3
6087.15,342.07,0,49317.79,0,227,8
