Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.09,610.1,0,300283.76,0,41,13
2087.03,163.81,0,10080.35,0,22,3
2106.34,132.73,0,4720.48,0,309,2
2117.91,109.3,0,2330.81,0,279,1
2159.34,173.49,0,7350.98,0,350,3
2194.8,184.58,0,7632.13,0,375,3
2431.22,399.26,0,25080.47,0,328,8
2454.31,165.63,0,11149.6,0,214,3
2486.59,122.56,0,5199.77,0,216,2
2600.17,124.27,0,4042.57,0,322,2
2916.9,122.34,0,5108.24,0,261,2
3121.51,137.61,0,7344.07,0,250,2
3773.58,123.64,0,6744.14,0,143,2
3819.16,188.56,0,11369.55,0,346,3
4068.53,216.22,0,33820.98,0,141,4
4938.83,164.42,0,11966.11,0,297,3
5662.69,545.72,0,121562.2,0,152,11
6090.45,724.86,0,132131.5,0,204,15
6892.02,269.58,0,44818.81,0,196,5
11302.69,118.85,0,18632.26,0,138,2
12164.73,138.7,0,24624.9,0,165,2
