Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2029.23,1382.04,0,723278.36,0,40,28
2118.45,110.37,0,3618.27,0,16,1
2159.07,140.04,0,5387.45,0,275,2
2194.62,157.93,0,5587.48,0,377,2
2431.18,308.24,0,20134.8,0,301,5
2454.86,131.23,0,7078.07,0,226,2
2486,103.22,0,2744.09,0,105,1
2599.92,116.86,0,3214.02,0,312,1
3123.26,127.2,0,6578.25,0,243,2
3819.92,156.23,0,8567.14,0,324,2
4079.49,146.66,0,8591.7,0,289,2
4940.12,132.95,0,7391.87,0,306,2
