Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2029.36,1335.13,0,691489.28,0,41,23
2116.21,109.21,0,2958.99,0,17,1
2157.73,137.3,0,5387.89,0,279,1
2193.38,131.03,0,4039.19,0,348,1
2429.98,228.37,0,12100.97,0,339,3
3816.44,108.63,0,2739.88,0,343,1
