Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2034.59,1010.29,0,599352.61,0,35,16
2114.8,153.92,0,9546.17,0,17,2
2132.22,120.58,0,4588.94,0,210,1
2428.49,159.14,0,7091.84,0,329,2
2453,109.03,0,3080.52,0,230,1
3769.6,113.25,0,5341.49,0,105,1
4065.97,164.94,0,26001.69,0,135,2
5660.18,316.13,0,77397.76,0,127,4
6087.03,417.1,0,81186.18,0,179,6
6887.66,158.93,0,22154.59,0,167,2
