Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.53,1158.79,0,602152.98,0,40,21
2102.28,116.15,0,982.37,0,19,1
2106.89,163.81,0,8785.21,0,19,2
2159.06,167.71,0,3709.23,0,391,2
2161.25,108.53,0,530.17,0,222,1
2195.48,153.64,0,4140.38,0,534,2
2339.96,112.47,0,651.14,0,288,1
2343.21,111.81,0,1076,0,288,1
2431.6,290.62,0,16562.38,0,426,4
2455.76,101.57,0,302.86,0,538,1
2488.19,121.29,0,1692.21,0,348,1
2601.11,112.74,0,970.02,0,488,1
3124.48,140.13,0,2858.44,0,517,2
