Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.93,515.1,0,248611.87,0,40,12
2086.57,168.86,0,8792.06,0,23,3
2105.53,110.29,0,2758.57,0,266,2
2158.4,192.25,0,8322.16,0,366,4
2193.44,177.47,0,7555.55,0,364,4
2429.81,443.99,0,25564.43,0,360,10
2451.98,139.41,0,6083.2,0,286,3
2599.04,117.18,0,3120.65,0,387,2
3120.96,147.57,0,7055.9,0,320,3
4935.88,125.94,0,5501.24,0,381,2
