Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.54,1038.76,0,506082.65,0,42,17
2097.7,115.38,0,3595.32,0,19,1
2106.82,161.84,0,8628.5,0,19,2
2118.96,138.47,0,5665.2,0,274,1
2135.16,125.18,0,3672.27,0,171,1
2160.06,204.57,0,10992.22,0,304,3
2195.51,198.39,0,8869.98,0,361,2
2319.39,124.94,0,4064.82,0,283,1
2431.97,469.49,0,31795.41,0,310,7
2454.9,213.48,0,16280.17,0,229,3
2472.06,111.53,0,2563.2,0,102,1
2487.05,143.98,0,7507.68,0,200,2
2601.05,157.51,0,6835.18,0,343,2
2779.28,110.94,0,3879.27,0,238,1
2917.1,150.05,0,7875.14,0,291,2
3122.31,161.6,0,12128.45,0,220,2
3776.65,138.77,0,11921.39,0,140,1
3820.22,214.42,0,14391.23,0,330,3
4070.09,262.19,0,45589.98,0,135,4
4599.08,116.94,0,7211.47,0,204,1
4940.42,176.74,0,13376.66,0,297,2
5664.96,469.45,0,106281.24,0,148,7
6092.75,655.74,0,119153.53,0,202,10
6894.68,201.25,0,28393.51,0,202,3
