Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.6,727.01,0,373836.98,0,40,14
2098.13,120.23,0,3984.5,0,19,2
2106.84,165.3,0,7657.45,0,301,2
2119.04,124.91,0,5006.12,0,268,2
2160.05,209.41,0,9642.8,0,357,3
2195.66,224.64,0,10197.95,0,381,4
2319.67,121.4,0,3846.45,0,298,2
2341.98,119.83,0,4731.32,0,253,2
2431.7,463.03,0,31160.99,0,313,9
2454.61,176.71,0,13078.92,0,213,3
2487.08,129.89,0,6215.32,0,218,2
2601.16,168.7,0,7480.27,0,364,3
2779.64,116.76,0,4443.24,0,275,1
2917.45,173.19,0,9718.05,0,306,3
2932.58,111.65,0,3102.98,0,302,1
3122.72,151.04,0,9307.01,0,250,2
3820.3,176.11,0,9246.9,0,389,3
4071.91,147.27,0,21906.59,0,137,2
4940.46,122.02,0,5143.81,0,362,2
6093.62,285.58,0,38817.42,0,229,5
