Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.01,879.12,0,455073.6,0,40,15
2096.76,113.56,0,3572.97,0,19,1
2106.36,172.18,0,8241.7,0,296,2
2118.26,132.45,0,6428.91,0,248,1
2159.45,216.59,0,10707.19,0,339,3
2194.77,219.97,0,10314.44,0,363,3
2318.88,123,0,3921.32,0,309,1
2431.28,485.62,0,32564.99,0,315,8
2454.01,219.14,0,17009.42,0,227,3
2472,122.23,0,4214.84,0,102,1
2485.48,139.5,0,9371.89,0,106,2
2600.6,169.17,0,7252.73,0,368,2
2778.75,138.59,0,6664.56,0,290,2
2916.48,158.26,0,9298.83,0,256,2
2932.02,116.05,0,3974.48,0,104,1
3121.55,185.53,0,13163.35,0,254,2
3774.59,120.33,0,6846.78,0,97,1
3819.45,258.45,0,17560.09,0,350,4
4069.27,257.7,0,44638.2,0,137,4
4598.56,128.05,0,9737.25,0,210,1
4939.38,213.77,0,17657.78,0,305,3
5662.98,487.23,0,108524.97,0,151,8
6091.2,775.57,0,149525.94,0,195,13
6893.18,295.77,0,50693.18,0,197,4
12166.55,110.91,0,12276.27,0,174,1
