Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.29,1708.74,0,853495.33,0,42,33
2119.25,110.17,0,3733.16,0,16,1
2160.28,162.4,0,7755.81,0,286,2
2171.98,161.3,0,7437.74,0,300,2
2195.57,183.68,0,8147.63,0,346,3
2342.32,116.47,0,3481.51,0,263,1
2431.98,345.84,0,22109.18,0,311,6
2455.36,161.4,0,9942.72,0,250,2
2487.21,111.24,0,3381.02,0,197,1
2601.58,129.21,0,4653.45,0,321,2
2918.2,112.22,0,3886.02,0,257,1
3123.72,147.47,0,9028.53,0,251,2
3820.95,185.9,0,11151.5,0,341,3
4076.91,182.76,0,20991.05,0,159,3
4941.33,151.97,0,10156.79,0,305,2
5666.23,109.6,0,7164.07,0,111,1
6098.79,180.52,0,26186.37,0,173,3
