Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.25,1304.5,0,720760.41,0,39,27
2116.38,127.55,0,5938.54,0,17,2
2157.83,144.27,0,6061.8,0,287,2
2193.59,148.71,0,5259.25,0,396,2
2339.31,140.29,0,5901.01,0,281,2
2429.8,321.68,0,22353.81,0,290,6
2452.84,249.05,0,15726.44,0,295,4
2484.84,114.42,0,3161.41,0,274,1
2508.81,120.24,0,3811.09,0,307,2
2599.03,130.31,0,4302.96,0,362,2
2914.59,131.76,0,6274.87,0,253,2
3121.19,126.51,0,6382.7,0,238,2
3817.35,148.04,0,7942.55,0,321,2
4076.45,138.11,0,9095.75,0,138,2
4936.95,108.82,0,3818.9,0,270,1
6089.7,136.95,0,13880.46,0,190,2
