Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2029.88,1119.83,0,606660.34,0,40,23
2119.36,107.99,0,2622.85,0,254,1
2159.56,159.05,0,6308.45,0,353,2
2195.43,188.96,0,8467.28,0,355,3
2431.48,363.64,0,24409.26,0,305,7
2454.54,155.69,0,9438.89,0,235,2
2486.92,120.68,0,5129.72,0,226,2
2600.99,148.93,0,5926.64,0,363,2
2779.6,110.32,0,3084.36,0,298,1
2917.66,155.11,0,8027.72,0,311,2
3123.32,141.92,0,8110.95,0,256,2
3820.24,160.52,0,8188.26,0,368,2
4079.88,142.86,0,8249.36,0,279,2
4940.53,128.46,0,6156.74,0,344,2
