Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.91,1420.62,0,816332.52,0,36,25
2115.38,149.23,0,7536.23,0,17,2
2157.14,216.16,0,10950.51,0,328,3
2169.19,479.04,0,27727.48,0,345,8
2192.02,213.61,0,11150.73,0,324,3
2339.28,106.04,0,2073.45,0,154,1
2428.38,360.63,0,25593.4,0,295,6
2451.99,159.62,0,8592.83,0,268,2
2468.32,110.12,0,4180.12,0,91,1
2484.5,110.24,0,3524.78,0,92,1
2507.05,124.5,0,4858.31,0,271,1
2597.47,174.16,0,8370.95,0,333,2
2913.53,155.87,0,7462.02,0,325,2
3119.74,173.7,0,11426.16,0,260,2
3815.49,173.91,0,9541.56,0,358,2
4074.87,152.21,0,9321.13,0,299,2
4934.25,152,0,9728.55,0,318,2
