Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.96,976.1,0,567942.86,0,36,19
2115.03,122.64,0,5253.72,0,17,2
2170.56,153.19,0,6208.69,0,338,2
2194.52,109.46,0,2010.69,0,340,1
2431.2,125.79,0,4796.24,0,311,2
2454.79,130.75,0,4757.62,0,294,2
4063.69,130.01,0,8672.55,0,137,2
4076.96,123.45,0,7811.67,0,135,2
4373.34,117.62,0,4009.71,0,365,1
5658.09,115.81,0,8272.01,0,129,1
6092.2,238.12,0,33191.78,0,207,4
