2030.98012685258,11.7766670418012,0,11.7766670418012,11.7766670418012,0,0
2118.07759318643,1.20884785641439,0,1.20884785641439,1.20884785641439,0,0
2431.36420765814,1.42269510801858,0,1.42269510801858,1.42269510801858,0,0
2454.55245404856,1.68817523659674,0,1.68817523659674,1.68817523659674,0,0
4070.80408084801,1.39905591673701,0,1.39905591673701,1.39905591673701,0,0
4111.49342844903,1.11354891716212,0,1.11354891716212,1.11354891716212,0,0
4305.81014617089,1.47099431690904,0,1.47099431690904,1.47099431690904,0,0
4374.10813896194,1.79593144520924,0,1.79593144520924,1.79593144520924,0,0
5667.05153716656,2.09766548210927,0,2.09766548210927,2.09766548210927,0,0
6093.8304105435,3.11053197811686,0,3.11053197811686,3.11053197811686,0,0
