Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.26,577.98,0,302030.85,0,39,13
2104.9,114.76,0,2602.96,0,289,2
2115.51,106.61,0,3459.37,0,196,2
2157.03,196.82,0,9138.1,0,345,4
2192.61,160.93,0,6074.67,0,385,3
2428.34,388.29,0,23684.01,0,336,8
2451.41,121.35,0,5323.4,0,196,2
3118.47,125.59,0,5859.5,0,260,2
4065.51,145.41,0,21919.94,0,135,2
4933.2,121.98,0,5492.38,0,337,2
5656.36,273.84,0,48038.76,0,161,6
6084.02,309.66,0,43228.4,0,227,6
6883.84,164.92,0,18897.94,0,217,3
