Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.94,615.11,0,340023.48,0,35,7
2105.28,112.32,0,3750.87,0,17,1
2157.97,117.62,0,2663.66,0,321,1
2429.84,211.66,0,10823.94,0,340,2
