Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2029.94,1016.22,0,547939.54,0,40,20
2104.96,141.67,0,10401.37,0,19,2
2117.7,122.07,0,1133.97,0,278,2
2122.03,112.11,0,541.12,0,1125,1
2157.75,217.83,0,9710.4,0,362,4
2162.76,110.19,0,537.35,0,209,1
2179.32,108.99,0,526.23,0,761,1
2193.54,205.84,0,8160.87,0,406,3
2423.76,103.51,0,308.53,0,185,1
2429.18,353.94,0,19982.35,0,360,6
2449.89,117.54,0,773.18,0,257,1
2453.02,126.31,0,3170.9,0,262,2
2456.16,113.52,0,873.23,0,255,1
2484.56,119.9,0,904.15,0,285,2
2499.56,105.29,0,928.9,0,534,1
2597.26,109.89,0,639.97,0,461,1
2599.33,112.01,0,969.11,0,466,1
2775.12,114.08,0,875.98,0,422,1
2928.37,118.77,0,1125.58,0,406,2
2929.63,109.72,0,640.92,0,384,1
3120.58,143.93,0,5550.76,0,303,2
3815.97,116.94,0,3392.32,0,425,1
4073.61,103,0,712.08,0,387,1
4076.55,131.14,0,3109.3,0,435,2
4935.17,157.82,0,8233.71,0,378,2
