Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.29,1233.07,0,602901.16,0,41,21
2095.42,116.4,0,878.08,0,19,1
2098.38,168.44,0,5297.57,0,351,2
2102.76,107.45,0,628.43,0,19,1
2107.17,180.4,0,8041,0,315,2
2119.2,113.52,0,657.99,0,312,1
2160.14,246.12,0,9305.91,0,418,3
2195.5,242.05,0,8043.59,0,529,3
2306.15,107.39,0,420.89,0,1285,1
2319,119.71,0,906.72,0,695,1
2341.34,138.83,0,1591.8,0,560,2
2342.94,108.02,0,1141.07,0,476,1
2431.73,392.2,0,21899.03,0,410,6
2455.55,147.32,0,5629.17,0,385,2
2472.55,132.71,0,2098.95,0,503,1
2484.44,103.49,0,614.5,0,180,1
2486.39,120.07,0,1110.65,0,202,1
2488.68,114.28,0,2895.97,0,191,1
2507.69,106.93,0,727.49,0,225,1
2509.61,115.19,0,876.6,0,230,1
2575.64,130.06,0,1906.45,0,754,1
2601.5,136.58,0,4519.18,0,484,1
2775.61,105.83,0,415.15,0,364,1
2776.89,112.05,0,747.86,0,376,1
2778.24,109.13,0,739.47,0,371,1
2779.77,121.88,0,1342.91,0,393,1
2917.73,129.94,0,2315.68,0,405,1
2932.93,121.95,0,3097.18,0,535,1
3124.18,199.3,0,8246.43,0,416,3
3820.8,157.13,0,5562.87,0,520,2
4081.01,138.33,0,3889.33,0,491,2
4941.18,150.77,0,6586.75,0,442,2
