Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.56,1269.77,0,628949.57,0,44,25
2101.64,125.4,0,2375.01,0,19,2
2107.2,210.89,0,10593.92,0,300,3
2118.76,123.74,0,1126.7,0,437,2
2120.38,130.46,0,1426.02,0,453,2
2160.09,300.02,0,12753.82,0,397,5
2164.66,108.07,0,630.82,0,188,1
2181.54,120.62,0,1134.45,0,870,2
2195.73,284.15,0,10499.7,0,469,5
2302.75,119.19,0,778.3,0,700,1
2318.93,130.84,0,1770.46,0,432,2
2340.35,107.08,0,522.18,0,276,1
2342.8,128.33,0,2399.98,0,346,2
2345.57,104.12,0,409.46,0,275,1
2356.32,103.85,0,306.67,0,1058,1
2431.94,600.89,0,35727.61,0,380,12
2455.27,183.08,0,12784.17,0,231,3
2472.24,134.56,0,3156.94,0,474,2
2474.84,111.72,0,643.68,0,380,1
2484.61,112.21,0,541.74,0,293,1
2487.8,175.44,0,6320.51,0,384,3
2502.87,116.44,0,1975.46,0,648,1
2575.31,172.59,0,4687.37,0,585,3
2601.91,192.53,0,8002.97,0,402,3
2610.65,109.52,0,847.95,0,587,1
2712.48,102.88,0,408.9,0,234,1
2713.87,107.54,0,526.37,0,236,1
2716.59,110.93,0,1292.9,0,238,1
2719.5,113.43,0,870.07,0,268,1
2758.01,115.35,0,1759.5,0,565,1
2778.28,137.81,0,5902.41,0,270,2
2782.95,104.17,0,617.4,0,258,1
2801.11,103.7,0,408.92,0,378,1
2805.04,103.05,0,406.9,0,378,1
2858.3,107.97,0,423.49,0,381,1
2918.43,155.1,0,5950.19,0,367,2
2932.88,161.69,0,5315.86,0,410,2
3123.63,202.7,0,11997.25,0,306,3
3820.9,199.66,0,7705.55,0,507,3
4080.62,213.47,0,10044.33,0,496,3
4085.85,104.79,0,618.16,0,137,1
4941.31,218.07,0,13052.85,0,407,4
