Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.12,1189.22,0,595536.86,0,41,20
2098.83,136.7,0,5793.2,0,19,1
2103.09,107.9,0,629.61,0,19,1
2106.57,155.62,0,5548.85,0,19,2
2109.69,108.96,0,839.04,0,19,1
2119.46,108.18,0,733.81,0,287,1
2120.91,111.62,0,645.45,0,290,1
2143.85,106.07,0,626.19,0,499,1
2159.66,275.41,0,11909.9,0,389,4
2164.71,104.03,0,513.18,0,214,1
2195.48,249.37,0,8424.99,0,479,3
2341.53,111.89,0,870.22,0,566,1
2432.05,441.73,0,23787.66,0,411,7
2453.05,120.87,0,893.12,0,236,1
2455.94,158.55,0,5095.66,0,335,2
2471.91,130.29,0,2466.42,0,394,1
2487.47,152.3,0,5648.64,0,428,2
2501.65,105.77,0,520.01,0,387,1
2575.25,116.88,0,989.57,0,537,1
2600.68,148.44,0,4068.38,0,452,2
2777.56,132.24,0,5367.44,0,316,1
2781.91,103.73,0,509.93,0,278,1
2917.32,107.13,0,627.37,0,559,1
2931.81,138.23,0,3206.04,0,426,1
3123.82,174.07,0,7382.81,0,356,2
3819.69,142.15,0,3677.41,0,494,1
4081.06,128.78,0,3646.99,0,377,1
4941.03,179.29,0,9449.23,0,421,2
