Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.32,1204.65,0,667368.7,0,39,25
2118.21,139.37,0,2428.38,0,592,2
2121.22,113.52,0,866.36,0,226,1
2123.58,112.84,0,645.61,0,226,1
2157.27,220.13,0,8698.72,0,414,4
2161.2,101.47,0,605.91,0,203,1
2193.32,224,0,8141.52,0,491,4
2337.48,105.34,0,619.21,0,255,1
2340.8,104.51,0,512.65,0,255,1
2342.71,101.9,0,303.38,0,254,1
2428.57,436.55,0,27039.52,0,383,8
2452.51,172.33,0,7688.32,0,354,3
2468.32,105.22,0,518.71,0,359,1
2470.05,139.14,0,2075.39,0,470,2
2485.53,151.27,0,4835.43,0,422,2
2499.56,106.52,0,521.66,0,428,1
2506.3,120.81,0,1219,0,446,2
2508.86,117.09,0,1218.39,0,442,2
2571.89,133.46,0,1456.42,0,661,2
2598.16,145.55,0,4559.9,0,444,2
2713.75,114.71,0,551.76,0,426,1
2773.89,123.36,0,1348.68,0,346,2
2775.97,108.08,0,1481.23,0,299,1
2778.3,101.69,0,404.63,0,295,1
2914.36,148.07,0,4607.85,0,506,2
2928.61,129.07,0,3645.2,0,485,2
3119.91,154.33,0,7170.67,0,316,2
3815.95,126.63,0,3644.37,0,550,2
4075.82,121.49,0,3240.92,0,464,2
4934.8,139.09,0,4316.18,0,405,2
