Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.66,1029.69,0,532067.1,0,40,20
2104.84,171.43,0,12421.43,0,19,2
2116.26,102.41,0,303.2,0,226,1
2119.3,116.97,0,891.96,0,234,1
2158.53,271.54,0,11044.29,0,444,4
2194.77,254.94,0,10305.03,0,433,4
2319.72,106.9,0,522.38,0,539,1
2340.71,137.76,0,4197.11,0,323,2
2343.61,114.51,0,981.83,0,305,1
2430.36,579.97,0,33882,0,400,11
2453.94,169.32,0,7430.06,0,367,2
2470.28,129.84,0,1293.51,0,515,2
2486.56,141.22,0,4819.75,0,378,2
2574.12,125.87,0,2118.01,0,449,2
2599.93,159.33,0,6028.98,0,407,2
2714.11,109.11,0,529.54,0,377,1
2775.43,125.32,0,1716.42,0,393,2
2777.56,115.7,0,889.33,0,295,1
2916.17,147.62,0,4201.18,0,332,2
2930.82,140.76,0,4898.22,0,307,2
3121.64,193.48,0,10299.84,0,328,3
3817.89,147.53,0,3997.91,0,474,2
4077.95,144.46,0,5060.32,0,462,2
4937.37,172.63,0,7957.95,0,489,2
