Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.46,540.97,0,259154.73,0,41,12
2087.11,203.99,0,10938.39,0,294,4
2106.09,137.96,0,5257.58,0,324,2
2158.45,271.43,0,13346.51,0,367,6
2193.95,256.23,0,12086.93,0,380,5
2430.19,543.42,0,31733.57,0,362,12
2452.56,169.66,0,10747.63,0,248,3
2485.87,144.17,0,6850.49,0,270,3
2599.15,150,0,5513.37,0,395,3
2715.74,110.73,0,3010.62,0,294,2
2776.11,122.96,0,4151.5,0,320,2
2930.75,120.27,0,3845.19,0,354,2
3120.74,151,0,8377.45,0,281,3
3817.73,119.74,0,3841.62,0,392,2
4937.11,160.56,0,9674.05,0,361,3
