Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.55,418.64,0,211349.73,0,40,10
2087.71,131.1,0,5570.59,0,22,2
2158.55,162.36,0,6321.78,0,366,3
2194.16,151.57,0,5547.41,0,369,3
2430.32,346.82,0,20312.25,0,341,8
3121.71,110.72,0,3413.17,0,271,2
