Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.1,843.55,0,463961.27,0,37,15
2105.3,159.24,0,8864.43,0,19,2
2116.47,115.1,0,6177.66,0,16,1
2157.77,180.68,0,8474.66,0,315,3
2169.76,245.97,0,12790.45,0,341,4
2192.79,212.94,0,10043.29,0,354,3
2429.24,476.19,0,30362.19,0,331,8
2451.28,151.81,0,8629.28,0,257,2
2485.35,116.58,0,4176.02,0,243,1
2598.91,144,0,6147.22,0,336,2
2914.76,111.75,0,3317.86,0,281,1
3120.2,161.29,0,9751.38,0,259,2
3816.37,115.98,0,3208.16,0,398,1
4075.69,142,0,6984.51,0,334,2
4935.49,139.04,0,7297.74,0,361,2
