Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.07,741.07,0,384851.52,0,40,16
2106.79,129.82,0,5378.62,0,19,2
2159.61,155.54,0,6070.62,0,355,3
2195.14,153.97,0,6459.49,0,347,3
2431.72,351.65,0,22716.47,0,311,7
2454.41,149.04,0,9764.08,0,214,2
2601.16,122.94,0,3903.17,0,315,2
2917.2,108.69,0,2969.89,0,278,1
3122.62,132,0,6740.25,0,240,2
3774.87,108.41,0,3903.78,0,136,1
3820.22,160.01,0,8951.12,0,341,3
4069.45,234.29,0,36908.36,0,142,4
4598.13,108.05,0,3883.46,0,217,1
4940.53,126.61,0,6556.7,0,304,2
5665.45,357.08,0,75524.27,0,147,7
6092.36,628.11,0,111070.03,0,207,13
6894.5,196.55,0,27256.04,0,203,3
