Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.88,661.56,0,351122.91,0,40,13
2105.65,122.66,0,4113.52,0,19,2
2158.71,198.76,0,9435.07,0,337,3
2194.22,184.91,0,7549.05,0,380,3
2430.25,430.29,0,27434.81,0,328,8
2452.9,152.08,0,11162.49,0,192,2
2485.48,133.78,0,6598.87,0,258,2
2599.68,138.99,0,5609.94,0,316,2
2915.51,117.56,0,5005.92,0,236,2
3120.02,149.71,0,8953.22,0,254,2
3772.81,106.17,0,2691.05,0,142,1
3818.03,185.71,0,11394.93,0,332,3
4068,188.67,0,30439.86,0,135,3
4937.4,160.12,0,10945.88,0,302,2
5660.66,440.11,0,94644.76,0,152,9
6088.87,587.01,0,106538.29,0,199,12
6889.93,236.29,0,38166.03,0,192,4
