Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.55,602.23,0,317337.56,0,39,12
2104.55,143.49,0,5685.37,0,296,2
2115.56,104.57,0,3086.76,0,209,1
2156.99,160.52,0,6108.41,0,374,3
2192.44,178.05,0,6789.8,0,405,3
2428.38,373.15,0,23354.18,0,331,7
2451.85,157.07,0,8703.57,0,247,2
2483.05,115.96,0,3927.13,0,222,2
2597.2,114.97,0,2746.18,0,379,2
3118.39,125.42,0,5720.69,0,261,2
3814.58,142.89,0,6639.93,0,367,2
4064.24,183.87,0,29918.33,0,135,3
4932.79,121.3,0,5331.69,0,337,2
5655.86,195.64,0,29430.93,0,159,3
6083.96,493.39,0,80265.36,0,218,10
6883.47,133.05,0,12730.12,0,210,2
