Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.7,675.7,0,357203.87,0,38,13
2104.98,133.85,0,5727.74,0,19,2
2116.63,127.83,0,5429.39,0,249,2
2157.78,175.54,0,7581.57,0,354,3
2193.05,160.12,0,6398.68,0,366,2
2429.53,417.65,0,26674.25,0,324,7
2451.58,161.25,0,13641.45,0,187,2
2484.01,131.74,0,6450.07,0,200,2
2598.69,124.7,0,3953.66,0,312,2
2914.07,120.65,0,4573.17,0,267,1
3119.01,142.73,0,7875.16,0,245,2
3775.2,162.62,0,19297.74,0,144,2
3816.14,214.58,0,13521.94,0,351,3
4064.94,295.09,0,48377.63,0,142,5
4594.3,138.05,0,10831.05,0,218,2
4934.82,178.24,0,13081.88,0,308,3
5658.25,633.02,0,147694.27,0,148,12
6085.34,946.36,0,181651.7,0,200,18
6885.89,361.45,0,65651.96,0,196,6
11293.53,116.97,0,16219,0,146,1
12153.98,177.34,0,37239.86,0,173,3
