Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.55,459.39,0,228392.78,0,38,12
2086.29,141.91,0,7827.52,0,23,3
2105.22,121.95,0,3645.15,0,302,2
2157.76,154.16,0,5637.06,0,381,3
2193.43,158.55,0,5594.28,0,407,3
2429.47,320.59,0,19416.88,0,326,8
2452.26,124.14,0,5084.84,0,246,2
2598.74,109.53,0,2229.67,0,371,2
2914.69,109.12,0,2763.08,0,321,2
3816.36,120.52,0,3970.65,0,402,2
4059.69,104.02,0,2774.78,0,136,2
4075.17,107.81,0,3362.07,0,138,2
6087.8,232.9,0,28918.99,0,231,5
