Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.32,614.32,0,325572.26,0,36,12
2104.05,157.33,0,7006.73,0,297,2
2115.68,120.45,0,4777.7,0,239,2
2132.05,116.95,0,3105.21,0,267,2
2156.76,171.3,0,7506.7,0,334,3
2192.02,188.7,0,7707.9,0,389,3
2315.75,105.19,0,2073.5,0,267,1
2427.84,378.72,0,24008.4,0,319,7
2450.63,171.11,0,13049.58,0,205,3
2482.94,123.42,0,4848.09,0,237,2
2597.03,141.05,0,5049.24,0,380,2
2912.62,125.28,0,5252.85,0,305,2
3117.76,133.74,0,6659.51,0,266,2
3813.94,146.73,0,7194.21,0,359,2
4063.27,224.23,0,35922.78,0,138,4
4931.9,128.87,0,6421.13,0,335,2
5655,266.06,0,48699.72,0,152,5
6082.41,618.97,0,110606.96,0,206,12
6882.8,195.25,0,27373.19,0,199,3
