Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.62,614.77,0,321241.74,0,40,13
2105.3,144.47,0,6543.17,0,19,2
2116.63,119.96,0,4040.91,0,258,2
2157.91,183.58,0,7808.83,0,356,3
2193.43,185.65,0,7868.66,0,380,3
2316.7,106.7,0,2195.26,0,290,1
2429.45,430.96,0,26259.27,0,339,9
2452.03,165.6,0,11101.4,0,227,3
2485.15,127.55,0,5149.63,0,194,2
2598.68,131,0,4825.52,0,351,2
2914.52,131.94,0,5891.39,0,269,2
3119.84,140.85,0,6915.33,0,280,2
3816.44,185.95,0,10125.11,0,383,3
4065.32,218.64,0,34981.93,0,138,4
4935.23,126.51,0,5979.61,0,342,2
5657.53,197.47,0,27985.66,0,168,3
6086.2,600.94,0,98541.06,0,221,13
6886.49,173.01,0,20022.55,0,225,3
