Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.25,1607.68,0,813543.58,0,41,34
2119.26,127.36,0,4303.32,0,267,2
2159.85,268.85,0,11043.51,0,419,5
2163.9,115.47,0,653.16,0,208,1
2180.94,108.78,0,529.47,0,475,1
2182.9,103.47,0,306.4,0,471,1
2195.8,268.09,0,11054.88,0,432,5
2297.41,109.26,0,524.34,0,442,1
2303.31,106.08,0,525.34,0,194,1
2305.37,108.83,0,427.1,0,195,1
2310.84,106.54,0,419.19,0,195,1
2323.97,101.55,0,303.2,0,1136,1
2342.48,158.28,0,5457.1,0,402,2
2431.43,528.67,0,32344.78,0,381,10
2450.01,106.4,0,519.83,0,169,1
2454.91,217.89,0,12191.37,0,338,4
2473.06,149.78,0,5162.21,0,452,2
2482.87,102.31,0,304.9,0,166,1
2487.58,147.86,0,5708.53,0,367,2
2502.64,119.71,0,1118.91,0,220,2
2509.67,112.89,0,1615.27,0,182,1
2575.04,151.85,0,3782.83,0,566,2
2598.03,108.99,0,737.14,0,281,1
2601.24,206.43,0,6443.39,0,513,3
2757.95,110.17,0,955.13,0,593,1
2777.81,137.7,0,5739.14,0,301,2
2802.11,132.77,0,2638.78,0,406,2
2917.42,150.87,0,5570.51,0,469,2
2932.78,156.24,0,5927.01,0,367,2
3122.99,211.31,0,14099.34,0,277,4
3820.26,172.21,0,7046.4,0,502,3
4080.6,193.41,0,9264.32,0,444,3
4940.7,219.43,0,13030.96,0,419,4
4964.72,108.55,0,632.76,0,256,1
4967.42,103.89,0,512.35,0,251,1
6246.83,116.77,0,2077.83,0,366,2
