Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.75,1403.92,0,729353.46,0,40,29
2111.45,113.27,0,545.91,0,19,1
2117.64,103.15,0,306.34,0,159,1
2119.63,129.07,0,2148.25,0,203,2
2159.5,282.38,0,11186.64,0,504,5
2164.6,107.37,0,732.92,0,222,1
2181.38,102.46,0,306.18,0,402,1
2195.29,266.6,0,9752.08,0,456,5
2307.38,107.82,0,628.79,0,840,1
2340.75,139.72,0,2911.9,0,271,2
2344.51,109.6,0,964.6,0,238,1
2431.29,549.95,0,31552.32,0,418,11
2454.59,221.55,0,12547.56,0,277,4
2471.93,152.85,0,4822.43,0,380,2
2474.89,111.59,0,747.96,0,341,1
2483.92,123.84,0,811.02,0,276,2
2487.83,170.31,0,6886.95,0,388,3
2502.17,110.12,0,634.18,0,174,1
2503.92,106.77,0,422.17,0,174,1
2508.56,108.9,0,1269.53,0,174,1
2510.77,126.18,0,1163.02,0,195,2
2573.77,108.36,0,636.76,0,410,1
2576.01,122.01,0,1353.52,0,528,2
2600.84,186.91,0,6327.4,0,514,3
2737.14,105.15,0,520.01,0,507,1
2757.16,109.86,0,640.29,0,415,1
2777.65,166.94,0,6167.02,0,417,3
2798.78,102.49,0,406.02,0,323,1
2800.31,105.9,0,516.27,0,327,1
2917.14,149.09,0,4287.28,0,449,2
2932.03,161,0,5369.37,0,409,2
3122.85,216.28,0,12535.03,0,307,4
3820,161.39,0,6059.15,0,562,2
4079.83,189.2,0,8167.99,0,490,3
4940.04,185.26,0,9456.59,0,459,3
