Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.15,1189.77,0,644356.99,0,40,23
2110.65,107.81,0,632.36,0,18,1
2117.11,106.85,0,527.39,0,223,1
2118.94,128.33,0,1496.72,0,409,2
2140.74,104.67,0,410.56,0,636,1
2157.95,204.92,0,9058.2,0,377,3
2161.96,134.23,0,1172,0,219,2
2194.15,173.22,0,6551.65,0,434,3
2294.68,105.65,0,413.55,0,893,1
2338.72,105.51,0,414.05,0,246,1
2340.41,122.34,0,1146,0,276,2
2343.83,103.74,0,310.24,0,246,1
2429.95,405.15,0,24457.96,0,372,7
2453.3,155.36,0,4986.42,0,304,2
2485.41,128.9,0,2064.83,0,439,2
2574.24,106.76,0,624.28,0,493,1
2599.07,139.51,0,4122.36,0,416,2
2774.32,103,0,709.98,0,256,1
2776.72,141.78,0,1518.58,0,309,2
2916.07,128.75,0,1157.34,0,509,2
2928.73,125.11,0,1402.23,0,379,2
3121.54,155.39,0,5429.99,0,398,2
3818.08,115.25,0,1626.28,0,483,1
4076.5,103.91,0,615.91,0,520,1
4936.54,121.29,0,5070.43,0,369,1
