Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.56,1413.05,0,754201.47,0,40,29
2116.79,101.8,0,303.06,0,17,1
2118.95,160.12,0,4776.08,0,372,2
2126.53,122.9,0,583.53,0,1821,2
2159.41,244.28,0,11199.4,0,384,4
2181.43,113.09,0,645.33,0,1055,1
2195.2,231.56,0,9479.47,0,430,4
2305.55,121.38,0,1252.57,0,569,2
2316.93,107.4,0,521.08,0,671,1
2318.88,106.44,0,417.82,0,797,1
2338.04,109.44,0,1264.4,0,208,1
2342.54,139.58,0,5863.15,0,224,2
2345.97,108.97,0,533.22,0,208,1
2431,508.08,0,32921.11,0,365,10
2453.9,199.79,0,12124.71,0,254,3
2471.63,156.82,0,2859.49,0,357,2
2473.74,108.8,0,739.35,0,297,1
2484.61,103.05,0,308.43,0,276,1
2487.99,166.4,0,4156.64,0,590,2
2501.7,125.25,0,1148.73,0,619,2
2502.87,113.31,0,656.37,0,454,1
2509.68,117.95,0,999.67,0,408,1
2574.03,139.25,0,3901.19,0,587,2
2600.95,194.62,0,6885.69,0,454,3
2717.14,105.34,0,725.31,0,238,1
2736.06,108.41,0,1556.7,0,583,1
2756.18,122.71,0,909.69,0,545,2
2777.55,152.64,0,6256.76,0,315,2
2802.59,110.05,0,856.25,0,380,1
2917.37,154.4,0,4440.4,0,527,2
2931.48,151.39,0,4638.71,0,410,2
2935.22,103.58,0,510.64,0,357,1
3118.41,117.57,0,2061.24,0,248,1
3123.91,209.02,0,9806.51,0,435,3
3819.45,148.92,0,5868.24,0,398,2
4079.34,183.89,0,8067.97,0,457,3
4938.91,184.14,0,8700.98,0,467,3
