Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.61,884.05,0,467764.59,0,39,18
2096.32,147.04,0,6990.46,0,19,2
2104.33,180.18,0,10117.08,0,247,3
2117.38,110.61,0,851.43,0,383,1
2120.32,108.24,0,734.04,0,381,1
2158.44,172.27,0,6742.91,0,370,3
2193.65,174.94,0,5334.57,0,514,3
2429.76,395.46,0,22325.16,0,398,7
2450.98,113.62,0,2784.45,0,244,1
2453.46,135.04,0,1545.99,0,312,2
2486.06,117.22,0,1577.06,0,311,1
2598.67,119.52,0,2458.39,0,413,2
2734.77,106.88,0,419.82,0,905,1
2774.14,106.82,0,1043.15,0,358,1
2778.05,104.09,0,408.81,0,356,1
2915.32,116.36,0,1555.25,0,473,1
3121.57,155.12,0,5099.8,0,492,2
3816.78,121.86,0,3020.34,0,491,2
4076.67,160.35,0,6047.29,0,485,2
4935.91,164.69,0,6780.65,0,463,2
