Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2027.99,1059.27,0,539079.77,0,40,19
2097.89,154.66,0,4814.67,0,20,2
2102.3,121.93,0,1930.62,0,19,1
2107.52,184.46,0,6852.4,0,371,3
2120.32,118.22,0,771.19,0,521,1
2159.99,250.86,0,10440.7,0,394,4
2195.87,240.53,0,8912.82,0,454,4
2342.03,118.72,0,1001.75,0,285,1
2343.94,101.3,0,301.73,0,229,1
2431.96,470.65,0,28675.01,0,373,8
2455.21,142.2,0,7403.19,0,274,2
2472.18,126.11,0,2334.08,0,637,1
2487.44,151.84,0,3458.84,0,543,2
2489.65,104.21,0,412.72,0,256,1
2575.36,112.21,0,1192.72,0,534,1
2601.24,161.21,0,4968.1,0,464,2
2777.52,118.35,0,3679.44,0,365,1
2917.39,116.57,0,773.47,0,469,1
2918.89,110.35,0,742.95,0,404,1
2932.66,130.77,0,3668.09,0,344,1
2936.55,119.08,0,1127.39,0,333,1
3123.53,197.42,0,10136.88,0,337,3
3820.51,143.06,0,5255.65,0,427,2
4081.02,172.34,0,6937.72,0,438,2
4941.05,168.76,0,8354.52,0,441,2
