Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.05,1564.48,0,813395.28,0,41,30
2111.14,123.53,0,1033.5,0,18,1
2119.93,128.27,0,4158.57,0,180,2
2123.15,113.27,0,875.01,0,17,1
2124.92,104.48,0,512.66,0,17,1
2159.68,241.28,0,10643.93,0,403,4
2164.33,103.61,0,407.51,0,200,1
2195.28,203.11,0,7429.54,0,452,3
2341.98,129.36,0,3591.28,0,286,2
2346.3,106.76,0,519.6,0,279,1
2355.08,109.7,0,740.95,0,262,1
2362.53,105.04,0,311.48,0,261,1
2431.42,516.24,0,29476.05,0,398,9
2454.76,144.59,0,7912.04,0,280,2
2471.49,134.3,0,2407.06,0,432,2
2486.95,159.36,0,5861.39,0,423,2
2508.45,115.53,0,664.84,0,543,1
2575.48,128.22,0,1297.46,0,688,2
2600.92,153.66,0,5141.44,0,459,2
2736.41,108.91,0,739.78,0,734,1
2777.56,145.49,0,5901.93,0,419,2
2916.57,120.33,0,1366.74,0,479,1
2918.77,117.09,0,780.06,0,472,1
2930.76,140.15,0,2245.34,0,466,2
2934.16,117.66,0,1103.14,0,359,1
3123.93,196.48,0,8432.79,0,420,3
3819.91,170.22,0,6867.07,0,452,2
4080.32,170.96,0,9156.74,0,407,2
4939.93,183.86,0,10501.19,0,390,3
6242.24,109.03,0,952.69,0,355,1
6246,105.71,0,1234.57,0,329,1
