Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2029.8,2293.02,0,1221473.24,0,40,50
2159.23,165.15,0,8436.88,0,279,3
2171.68,142.55,0,5822.44,0,295,2
2194.86,131.03,0,4960.57,0,343,2
2431.59,324.94,0,19316.11,0,331,6
2453.65,144.93,0,8992.96,0,223,2
2487.21,118.95,0,4284.09,0,249,2
2778.67,109.39,0,2744.51,0,296,1
3122.44,140.63,0,7176.28,0,286,2
3819.72,207.78,0,12619.55,0,361,4
4063.31,111.87,0,5585.06,0,118,1
4078.73,152.89,0,12002.47,0,135,2
4939.46,166.81,0,11779.63,0,308,3
6093.59,161.86,0,19082.09,0,194,3
