Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.27,656.22,0,345279.92,0,40,13
2106.17,125.77,0,4664.16,0,19,2
2118.23,126.26,0,4659.09,0,301,2
2158.97,191.96,0,8678.46,0,355,3
2194.74,152.53,0,5483.03,0,379,2
2430.79,429.37,0,25842.85,0,346,8
2453.28,175.77,0,11784.08,0,231,3
2486.35,117.17,0,4120.29,0,207,2
2600.23,112.35,0,2800.45,0,324,1
2915.81,110.57,0,3198.16,0,274,1
3121.13,126.44,0,5727.12,0,261,2
3818.65,179.8,0,10378.9,0,355,3
4068.53,197.81,0,31842.56,0,138,3
4938.1,137.85,0,8200.72,0,308,2
5662.02,385.47,0,76297.49,0,155,7
6090.38,617.09,0,109899.89,0,204,13
6891.62,246.96,0,37560.19,0,208,4
