Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2032.85,445.01,0,218324.31,0,39,10
2085.77,153.25,0,8495.88,0,23,3
2104.53,114.2,0,3171.53,0,249,2
2157.13,127.71,0,3854.08,0,355,2
2192.66,145.16,0,4751.43,0,395,3
2428.56,328.64,0,20046.01,0,325,7
2451.75,122.22,0,5362.99,0,210,2
5653.22,119.17,0,7283.8,0,158,2
6085.55,266.22,0,35813.82,0,224,6
