Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.98,556.83,0,292990.52,0,37,12
2105.13,140.21,0,5538.25,0,153,2
2157.73,158.59,0,6596.31,0,335,3
2193.31,197.11,0,8188.62,0,392,4
2429.1,398.01,0,25089.95,0,328,9
2452.25,159.91,0,9638.07,0,232,3
2484.49,115.12,0,3829.5,0,229,2
2598.27,136.44,0,4823.42,0,381,2
2914.5,139.98,0,6183.63,0,318,2
3119.64,132.61,0,6769.77,0,261,2
3815.88,146.7,0,6784.45,0,379,3
4066.07,151.89,0,21842.97,0,139,3
5652.97,107.46,0,4408.1,0,167,2
6086.04,379.17,0,54274.47,0,233,8
