Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2031.31,525.04,0,275244.39,0,40,13
2105.16,118.16,0,3457.08,0,237,2
2158.06,148.56,0,5467.91,0,356,3
2193.44,136.99,0,4560.15,0,366,3
2429.64,363.46,0,21464.95,0,345,8
2452.26,132.07,0,6758.87,0,227,2
2598.74,111.61,0,2696.13,0,362,2
2914.82,105.9,0,2692.39,0,261,2
3120.35,109.98,0,2859.92,0,260,2
3816.71,150.07,0,7163.65,0,374,3
4066.2,184.83,0,28593.72,0,138,4
4936.29,114.69,0,4169.39,0,333,2
5658.38,203.19,0,30375.64,0,163,4
6087,539.74,0,89879.48,0,214,13
6888.04,172.3,0,20899.06,0,215,3
