Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2033.57,340.34,0,174007.13,0,35,6
2085.5,124.85,0,5423.85,0,23,2
2428.18,207.39,0,10691.62,0,340,3
6083.16,230.34,0,26319.29,0,251,4
