Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2028.12,728.13,0,360944.25,0,41,15
2107.05,130.17,0,4517.86,0,143,2
2118.39,125.05,0,4485.13,0,279,2
2134.67,118.24,0,3024.92,0,342,2
2159.93,169.76,0,7535.71,0,327,3
2195.51,151.96,0,5400.18,0,382,2
2431.74,402.84,0,26375.31,0,312,8
2454.87,174.63,0,13214.43,0,208,3
2487.34,113.18,0,4121.56,0,109,1
2601.29,131.47,0,4871.16,0,331,2
2779.33,111.06,0,3514.26,0,256,1
2917.4,133.61,0,5987.94,0,289,2
3121.99,129.36,0,7594.75,0,221,2
3774.88,114.04,0,4901.86,0,126,1
3819.93,163.19,0,9351.49,0,332,3
4070.61,177.55,0,28689.86,0,137,3
4940.29,135.92,0,8249.22,0,293,2
5664.72,495.75,0,111479.39,0,147,10
6092.72,566.9,0,101513.66,0,200,11
6894.45,189.75,0,26481.02,0,199,3
11307.76,119.73,0,18441.57,0,139,2
