Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2029.56,1315.7,0,695695.55,0,40,31
2159.06,162.12,0,7345.45,0,313,3
2194.54,182.08,0,7940.43,0,359,3
2430.72,293.33,0,17978.09,0,314,6
2454.25,144.98,0,7513.06,0,250,2
2486.32,123.04,0,5987.05,0,199,2
2600.17,114.37,0,2735.4,0,335,2
3122.47,133.75,0,6804.35,0,270,2
3818.78,164.55,0,9377.31,0,333,3
4078.73,126.6,0,6541.8,0,172,2
4938.34,139.75,0,7893.03,0,330,2
