Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.15,1358.78,0,740749.43,0,39,27
2117.21,111.06,0,3960.56,0,17,1
2158.06,134.15,0,4368,0,352,2
2193.27,189.24,0,8080.81,0,376,3
2429.52,313.55,0,20006.39,0,311,6
2452.73,152.77,0,8214.82,0,241,2
2484.14,109.1,0,3672.98,0,198,1
2598.51,129.83,0,4148.35,0,369,2
2915.19,112.42,0,3228.36,0,233,1
3120.07,125.14,0,5905.5,0,236,2
3816.73,143.4,0,6913.68,0,355,2
4076.59,122.9,0,5376.48,0,268,2
4936.13,110,0,3617.9,0,321,1
