Mass (Da),Intensity (mV),Intensity (%),Area (mV),Area (%),Resolution,S / N
2030.92,714.94,0,379260.33,0,40,15
2105.82,133.75,0,5515.9,0,19,2
2158.4,208.02,0,9325.06,0,362,4
2193.82,169.74,0,6963.12,0,367,3
2430.12,460.5,0,28020.91,0,343,9
2452.5,154.73,0,9159.57,0,249,2
2471.2,111.31,0,2913.32,0,330,1
2486.29,111.92,0,3444.52,0,227,1
2599.56,130.15,0,4409.49,0,370,2
2930.5,111.49,0,3014.26,0,330,1
3121.12,167.28,0,10452.63,0,266,3
3817.51,116.19,0,3654.04,0,374,2
4077.04,132.94,0,6680.46,0,305,2
4936.88,139.49,0,7398.06,0,355,2
